曲名,类别,难度,等级,定数,达成率,DX分数, DX Rating
ポッピンキャンディ☆フィーバー！,DX,Basic,2,2,0,0,0
ポッピンキャンディ☆フィーバー！,DX,Advanced,7+,7.7,0,0,0
ポッピンキャンディ☆フィーバー！,DX,Expert,10,10,0,0,0
ポッピンキャンディ☆フィーバー！,DX,Master,12+,12.9,0,0,0
どぅーまいべすと！,DX,Basic,2,2,0,0,0
どぅーまいべすと！,DX,Advanced,6,6.5,0,0,0
どぅーまいべすと！,DX,Expert,9+,9.8,0,0,0
どぅーまいべすと！,DX,Master,12,12.4,0,0,0
春を告げる,DX,Basic,1,1,0,0,0
春を告げる,DX,Advanced,6,6,0,0,0
春を告げる,DX,Expert,9+,9.8,0,0,0
春を告げる,DX,Master,12+,12.9,0,0,0
失敗作少女,DX,Basic,3,3,0,0,0
失敗作少女,DX,Advanced,7,7.5,0,0,0
失敗作少女,DX,Expert,10,10.2,0,0,0
悪魔の踊り方,DX,Basic,2,2,0,0,0
悪魔の踊り方,DX,Advanced,6,6.7,0,0,0
悪魔の踊り方,DX,Expert,9+,9.8,0,0,0
ノイローゼ,DX,Basic,3,3,0,0,0
ノイローゼ,DX,Advanced,7+,7.7,0,0,0
ノイローゼ,DX,Expert,10,10,0,0,0
ノイローゼ,DX,Master,13,13,0,0,0
グッバイ宣言,DX,Basic,2,2,0,0,0
グッバイ宣言,DX,Advanced,7,7.2,0,0,0
グッバイ宣言,DX,Expert,9+,9.8,0,0,0
春嵐,DX,Basic,3,3,0,0,0
春嵐,DX,Advanced,6,6.2,0,0,0
春嵐,DX,Expert,10,10.2,0,0,0
ラグトレイン,DX,Basic,2,2,0,0,0
ラグトレイン,DX,Advanced,6,6.5,0,0,0
ラグトレイン,DX,Expert,9+,9.8,0,0,0
インドア系ならトラックメイカー,DX,Basic,2,2,0,0,0
インドア系ならトラックメイカー,DX,Advanced,7+,7.9,0,0,0
インドア系ならトラックメイカー,DX,Expert,10,10.5,0,0,0
アカツキアライヴァル,DX,Basic,2,2,0,0,0
アカツキアライヴァル,DX,Advanced,6,6,0,0,0
アカツキアライヴァル,DX,Expert,10,10,0,0,0
アカツキアライヴァル,DX,Master,13,13,0,0,0
リモコン,DX,Basic,3,3,0,0,0
リモコン,DX,Advanced,6,6.8,0,0,0
リモコン,DX,Expert,9,9.5,0,0,0
リモコン,DX,Master,13,13.2,0,0,0
on the rocks,DX,Basic,1,1,0,0,0
on the rocks,DX,Advanced,6,6.2,0,0,0
on the rocks,DX,Expert,8+,8.8,0,0,0
on the rocks,DX,Master,12+,12.8,0,0,0
響け！CHIREI MY WAY!,DX,Basic,2,2,0,0,0
響け！CHIREI MY WAY!,DX,Advanced,7,7,0,0,0
響け！CHIREI MY WAY!,DX,Expert,9,9.5,0,0,0
神々が恋した幻想郷,DX,Basic,2,2,0,0,0
神々が恋した幻想郷,DX,Advanced,7,7,0,0,0
神々が恋した幻想郷,DX,Expert,10+,10.8,0,0,0
Lia=Fail,DX,Basic,5,5,0,0,0
Lia=Fail,DX,Advanced,9,9,0,0,0
Lia=Fail,DX,Master,14+,14.7,0,0,0
アンビバレンス,DX,Basic,4,4,0,0,0
アンビバレンス,DX,Advanced,7,7.5,0,0,0
アンビバレンス,DX,Expert,10+,10.7,0,0,0
アンビバレンス,DX,Master,13,13,0,0,0
廻廻奇譚,DX,Basic,4,4,0,0,0
廻廻奇譚,DX,Advanced,7,7.5,0,0,0
廻廻奇譚,DX,Expert,9+,9.8,0,0,0
廻廻奇譚,DX,Master,11+,11.8,0,0,0
ヒステリックナイトガール,DX,Basic,3,3,0,0,0
ヒステリックナイトガール,DX,Advanced,7,7,0,0,0
ヒステリックナイトガール,DX,Expert,9+,9.8,0,0,0
ヒステリックナイトガール,DX,Master,12+,12.8,0,0,0
GIGANTØMAKHIA,DX,Basic,6,6,0,0,0
GIGANTØMAKHIA,DX,Advanced,8,8.2,0,0,0
ミルキースター・シューティングスター,DX,Basic,3,3,0,0,0
ミルキースター・シューティングスター,DX,Advanced,7+,7.8,0,0,0
ミルキースター・シューティングスター,DX,Expert,10+,10.7,0,0,0
ｉｓｏｐｈｏｔｅ,DX,Basic,3,3,0,0,0
ｉｓｏｐｈｏｔｅ,DX,Advanced,7,7.2,0,0,0
ｉｓｏｐｈｏｔｅ,DX,Expert,10,10,0,0,0
パラマウント☆ショータイム！！,DX,Basic,5,5,0,0,0
パラマウント☆ショータイム！！,DX,Advanced,8,8,0,0,0
Strive against fate,DX,Basic,6,6,0,0,0
Strive against fate,DX,Advanced,7+,7.9,0,0,0
Strive against fate,DX,Master,14,14.5,0,0,0
sølips,DX,Basic,6,6,0,0,0
sølips,DX,Advanced,8,8.5,0,0,0
sølips,DX,Master,14+,14.9,0,0,0
パーフェクション,DX,Basic,2,2,0,0,0
パーフェクション,DX,Advanced,7+,7.8,0,0,0
パーフェクション,DX,Expert,10+,10.8,0,0,0
デーモンベット,DX,Basic,2,2,0,0,0
デーモンベット,DX,Advanced,7,7.5,0,0,0
デーモンベット,DX,Expert,10,10.5,0,0,0
HECATONCHEIR,DX,Basic,5,5,0,0,0
HECATONCHEIR,DX,Advanced,8,8,0,0,0
Irresistible,DX,Basic,3,3,0,0,0
Irresistible,DX,Advanced,7,7.5,0,0,0
Irresistible,DX,Expert,11,11,0,0,0
HAGAKIRI,DX,Basic,5,5,0,0,0
HAGAKIRI,DX,Advanced,7+,7.8,0,0,0
HAGAKIRI,DX,Expert,12,12.5,0,0,0
N3V3R G3T OV3R,DX,Basic,4,4,0,0,0
N3V3R G3T OV3R,DX,Advanced,7+,7.8,0,0,0
Swift Swing,DX,Basic,4,4,0,0,0
Swift Swing,DX,Advanced,8,8,0,0,0
星空パーティーチューン,DX,Basic,4,4,0,0,0
星空パーティーチューン,DX,Advanced,8+,8.8,0,0,0
星空パーティーチューン,DX,Expert,11,11.5,0,0,0
チューリングの跡,DX,Basic,4,4,0,0,0
チューリングの跡,DX,Advanced,8,8,0,0,0
チューリングの跡,DX,Master,14+,14.7,0,0,0
Sage,DX,Basic,6,6,0,0,0
Sage,DX,Advanced,8,8.2,0,0,0
Sage,DX,Master,14,14.6,0,0,0
OTOGEMA,DX,Basic,4,4,0,0,0
OTOGEMA,DX,Advanced,7,7,0,0,0
WiPE OUT MEMORIES,DX,Basic,6,6,0,0,0
WiPE OUT MEMORIES,DX,Advanced,8+,8.8,0,0,0
Metamorphosism,DX,Basic,6,6,0,0,0
Metamorphosism,DX,Advanced,8,8,0,0,0
Metamorphosism,DX,Master,14+,14.7,0,0,0
白花の天使,DX,Basic,5,5,0,0,0
白花の天使,DX,Advanced,8+,8.7,0,0,0
白花の天使,DX,Expert,12,12,0,0,0
World's end loneliness,DX,Basic,7,7,0,0,0
World's end loneliness,DX,Advanced,9+,9.8,0,0,0
World's end loneliness,DX,Master,14+,14.9,0,0,0
Jouez Avec Moi?,DX,Basic,4,4,0,0,0
Jouez Avec Moi?,DX,Advanced,7+,7.7,0,0,0
Jouez Avec Moi?,DX,Expert,10+,10.8,0,0,0
"Good bye, Merry-Go-Round.",DX,Basic,5,5,0,0,0
"Good bye, Merry-Go-Round.",DX,Advanced,7+,7.8,0,0,0
ツクヨミステップ,DX,Basic,4,4,0,0,0
ツクヨミステップ,DX,Advanced,7+,7.7,0,0,0
ツクヨミステップ,DX,Expert,10+,10.8,0,0,0
ツクヨミステップ,DX,Master,13,13.5,0,0,0
folern,DX,Basic,5,5,0,0,0
folern,DX,Advanced,8,8.5,0,0,0
folern,DX,Expert,12,12.2,0,0,0
コスモポップファンクラブ,DX,Basic,3,3,0,0,0
コスモポップファンクラブ,DX,Advanced,6,6.2,0,0,0
コスモポップファンクラブ,DX,Expert,10+,10.7,0,0,0
撩乱乙女†無双劇,DX,Basic,4,4,0,0,0
撩乱乙女†無双劇,DX,Advanced,6,6.8,0,0,0
撩乱乙女†無双劇,DX,Expert,11+,11.7,0,0,0
See The Light,DX,Basic,3,3,0,0,0
See The Light,DX,Advanced,6,6.5,0,0,0
See The Light,DX,Expert,11,11.5,0,0,0
エータ・ベータ・イータ,DX,Basic,6,6,0,0,0
エータ・ベータ・イータ,DX,Advanced,7+,7.8,0,0,0
エータ・ベータ・イータ,DX,Expert,12,12.4,0,0,0
ヴァンパイア,DX,Basic,3,3,0,0,0
ヴァンパイア,DX,Advanced,6,6.8,0,0,0
ヴァンパイア,DX,Expert,10,10.2,0,0,0
ヴァンパイア,DX,Master,11+,11.7,0,0,0
エンヴィーベイビー,DX,Basic,3,3,0,0,0
エンヴィーベイビー,DX,Advanced,7,7,0,0,0
初音天地開闢神話,DX,Basic,5,5,0,0,0
初音天地開闢神話,DX,Advanced,8,8.4,0,0,0
Armageddon,DX,Basic,5,5,0,0,0
Armageddon,DX,Advanced,8,8.5,0,0,0
Dreadnought,DX,Basic,5,5,0,0,0
Dreadnought,DX,Advanced,8+,8.8,0,0,0
Dreadnought,DX,Master,13+,13.9,0,0,0
enchanted love,DX,Basic,3,3,0,0,0
enchanted love,DX,Advanced,7,7,0,0,0
enchanted love,DX,Expert,11+,11.8,0,0,0
Caterpillar Song,DX,Basic,3,3,0,0,0
Caterpillar Song,DX,Advanced,6,6.5,0,0,0
Caterpillar Song,DX,Expert,12,12,0,0,0
Photon Melodies,DX,Basic,3,3,0,0,0
Photon Melodies,DX,Advanced,6,6.5,0,0,0
Photon Melodies,DX,Expert,10,10.5,0,0,0
吾輩よ猫であれ,DX,Basic,3,3,0,0,0
吾輩よ猫であれ,DX,Advanced,6,6.8,0,0,0
吾輩よ猫であれ,DX,Expert,8+,8.7,0,0,0
　,DX,Basic,3,3,0,0,0
　,DX,Advanced,6,6.5,0,0,0
　,DX,Expert,10,10.5,0,0,0
BLUE ZONE,DX,Basic,4,4,0,0,0
BLUE ZONE,DX,Advanced,8,8.2,0,0,0
BLUE ZONE,DX,Expert,11,11.5,0,0,0
Estahv,DX,Basic,4,4,0,0,0
Estahv,DX,Advanced,7,7.5,0,0,0
First Dance,DX,Basic,5,5,0,0,0
First Dance,DX,Advanced,7+,7.8,0,0,0
First Dance,DX,Master,13+,13.9,0,0,0
Mjölnir,DX,Basic,6,6,0,0,0
Mjölnir,DX,Advanced,8+,8.8,0,0,0
Define,DX,Basic,3,3,0,0,0
Define,DX,Advanced,7+,7.7,0,0,0
BANG!,DX,Basic,2,2,0,0,0
BANG!,DX,Advanced,6,6.5,0,0,0
BANG!,DX,Expert,10+,10.8,0,0,0
Love's Theme of BADASS ～バッド・アス 愛のテーマ～,DX,Basic,6,6,0,0,0
オントロジー,DX,Basic,3,3,0,0,0
オントロジー,DX,Advanced,7,7.2,0,0,0
オントロジー,DX,Expert,10,10.2,0,0,0
剣を抜け！GCCX MAX,DX,Basic,3,3,0,0,0
剣を抜け！GCCX MAX,DX,Advanced,6,6.5,0,0,0
剣を抜け！GCCX MAX,DX,Expert,9,9,0,0,0
剣を抜け！GCCX MAX,DX,Master,12+,12.9,0,0,0
Princess♂,DX,Basic,2,2,0,0,0
Princess♂,DX,Advanced,7,7,0,0,0
Princess♂,DX,Expert,10,10.5,0,0,0
ヒトガタ,DX,Basic,2,2,0,0,0
ヒトガタ,DX,Advanced,6,6.5,0,0,0
ヒトガタ,DX,Expert,10+,10.8,0,0,0
Spring of Dreams,DX,Basic,3,3,0,0,0
Spring of Dreams,DX,Advanced,6,6.5,0,0,0
Spring of Dreams,DX,Expert,10,10.5,0,0,0
Spring of Dreams,DX,Master,12+,12.8,0,0,0
"大輪の魂 (feat. AO, 司芭扶)",DX,Basic,3,3,0,0,0
"大輪の魂 (feat. AO, 司芭扶)",DX,Advanced,6,6.2,0,0,0
"大輪の魂 (feat. AO, 司芭扶)",DX,Expert,9+,9.8,0,0,0
"大輪の魂 (feat. AO, 司芭扶)",DX,Master,13,13.3,0,0,0
紅に染まる恋の花,DX,Basic,2,2,0,0,0
紅に染まる恋の花,DX,Advanced,6,6.5,0,0,0
紅に染まる恋の花,DX,Expert,10,10,0,0,0
紅に染まる恋の花,DX,Master,12,12.5,0,0,0
三妖精SAY YA!!!,DX,Basic,3,3,0,0,0
三妖精SAY YA!!!,DX,Advanced,6,6.8,0,0,0
三妖精SAY YA!!!,DX,Expert,10,10,0,0,0
Reach For The Stars (Re-Colors),DX,Basic,5,5,0,0,0
Reach For The Stars (Re-Colors),DX,Advanced,7+,7.8,0,0,0
Reach For The Stars (Re-Colors),DX,Expert,11,11.5,0,0,0
ジャンキーナイトタウンオーケストラ,DX,Basic,3,3,0,0,0
ジャンキーナイトタウンオーケストラ,DX,Advanced,6,6.5,0,0,0
ジャンキーナイトタウンオーケストラ,DX,Expert,10,10,0,0,0
終焉逃避行,DX,Basic,4,4,0,0,0
終焉逃避行,DX,Advanced,6,6.5,0,0,0
終焉逃避行,DX,Expert,9+,9.8,0,0,0
終焉逃避行,DX,Master,12+,12.9,0,0,0
8-EM,DX,Basic,5,5,0,0,0
8-EM,DX,Advanced,8,8.5,0,0,0
若い力,DX,Basic,3,3,0,0,0
若い力,DX,Advanced,6,6,0,0,0
若い力,DX,Expert,9,9,0,0,0
遺伝子レベル∞スパイラル,DX,Basic,5,5,0,0,0
遺伝子レベル∞スパイラル,DX,Advanced,7,7,0,0,0
遺伝子レベル∞スパイラル,DX,Expert,9+,9.8,0,0,0
otorii INNOVATED -[i]3-,DX,Basic,6,6,0,0,0
otorii INNOVATED -[i]3-,DX,Advanced,8+,8.9,0,0,0
otorii INNOVATED -[i]3-,DX,Master,14,14.5,0,0,0
エゴロック,DX,Basic,5,5,0,0,0
エゴロック,DX,Advanced,7+,7.7,0,0,0
エゴロック,DX,Expert,10,10.5,0,0,0
ただ選択があった,DX,Basic,2,2,0,0,0
ただ選択があった,DX,Advanced,6,6,0,0,0
ただ選択があった,DX,Expert,9,9,0,0,0
ただ選択があった,DX,Master,12+,12.7,0,0,0
パズルリボン,DX,Basic,5,5,0,0,0
パズルリボン,DX,Advanced,7+,7.8,0,0,0
パズルリボン,DX,Expert,11,11.2,0,0,0
パズルリボン,DX,Master,13,13.3,0,0,0
YONA YONA DANCE,DX,Basic,1,1,0,0,0
YONA YONA DANCE,DX,Advanced,6,6.5,0,0,0
Transcend Lights,DX,Basic,4,4,0,0,0
Transcend Lights,DX,Advanced,7,7,0,0,0
Transcend Lights,DX,Expert,11,11.5,0,0,0
ホシシズク,DX,Basic,4,4,0,0,0
ホシシズク,DX,Advanced,7+,7.8,0,0,0
ホシシズク,DX,Expert,10,10.5,0,0,0
Rainbow Rush Story,DX,Basic,4,4,0,0,0
Rainbow Rush Story,DX,Advanced,8,8.5,0,0,0
Rainbow Rush Story,DX,Expert,10,10.5,0,0,0
Tricolor⁂circuS,DX,Basic,4,4,0,0,0
Tricolor⁂circuS,DX,Advanced,7,7,0,0,0
Tricolor⁂circuS,DX,Expert,10+,10.7,0,0,0
[X],DX,Basic,5,5,0,0,0
[X],DX,Advanced,8,8,0,0,0
分解収束テイル,DX,Basic,3,3,0,0,0
分解収束テイル,DX,Advanced,7+,7.8,0,0,0
分解収束テイル,DX,Expert,11,11,0,0,0
mystique as iris,DX,Basic,5,5,0,0,0
mystique as iris,DX,Advanced,9+,9.7,0,0,0
mystique as iris,DX,Master,14+,14.7,0,0,0
Rising on the horizon,DX,Basic,5,5,0,0,0
Rising on the horizon,DX,Advanced,8,8,0,0,0
Rising on the horizon,DX,Expert,12+,12.7,0,0,0
Rising on the horizon,DX,Master,14,14.5,0,0,0
You Mean the World to Me,DX,Basic,3,3,0,0,0
You Mean the World to Me,DX,Advanced,7,7.2,0,0,0
You Mean the World to Me,DX,Expert,11,11.5,0,0,0
Neon Kingdom,DX,Basic,4,4,0,0,0
Neon Kingdom,DX,Advanced,6,6.8,0,0,0
Neon Kingdom,DX,Expert,10+,10.9,0,0,0
#狂った民族２ PRAVARGYAZOOQA,DX,Basic,6,6,0,0,0
#狂った民族２ PRAVARGYAZOOQA,DX,Advanced,7+,7.8,0,0,0
VSpook!,DX,Basic,6,6,0,0,0
VSpook!,DX,Advanced,8,8,0,0,0
VSpook!,DX,Expert,12+,12.9,0,0,0
RIFFRAIN,DX,Basic,3,3,0,0,0
RIFFRAIN,DX,Advanced,6,6,0,0,0
RIFFRAIN,DX,Expert,9+,9.7,0,0,0
Falling,DX,Basic,4,4,0,0,0
Falling,DX,Advanced,7,7,0,0,0
Falling,DX,Expert,10,10.2,0,0,0
ピリオドサイン,DX,Basic,4,4,0,0,0
ピリオドサイン,DX,Advanced,7+,7.8,0,0,0
ピリオドサイン,DX,Expert,10+,10.7,0,0,0
群青シグナル,DX,Basic,5,5,0,0,0
群青シグナル,DX,Advanced,8,8.2,0,0,0
群青シグナル,DX,Expert,11+,11.7,0,0,0
Beat Opera op.1,DX,Basic,3,3,0,0,0
Beat Opera op.1,DX,Advanced,7+,7.7,0,0,0
Beat Opera op.1,DX,Expert,10+,10.8,0,0,0
星見草,DX,Basic,4,4,0,0,0
星見草,DX,Advanced,8,8,0,0,0
星見草,DX,Expert,11,11,0,0,0
"411Ψ892",DX,Basic,5,5,0,0,0
"411Ψ892",DX,Advanced,8+,8.7,0,0,0
"411Ψ892",DX,Expert,12+,12.7,0,0,0
康莊大道,DX,Basic,6,6,0,0,0
康莊大道,DX,Advanced,8+,8.7,0,0,0
康莊大道,DX,Master,14+,14.7,0,0,0
蜘蛛の糸,DX,Basic,5,5,0,0,0
蜘蛛の糸,DX,Advanced,8+,8.8,0,0,0
蜘蛛の糸,DX,Master,14,14.2,0,0,0
Don't Fight The Music,DX,Basic,5,5,0,0,0
Don't Fight The Music,DX,Advanced,9,9,0,0,0
Don't Fight The Music,DX,Expert,12+,12.8,0,0,0
Catch Me If You Can,DX,Basic,5,5,0,0,0
Catch Me If You Can,DX,Advanced,7,7,0,0,0
Catch Me If You Can,DX,Expert,10+,10.8,0,0,0
MAGNETAR GIRL,DX,Basic,5,5,0,0,0
MAGNETAR GIRL,DX,Advanced,8,8,0,0,0
MAGNETAR GIRL,DX,Expert,10+,10.7,0,0,0
SUPER AMBULANCE,DX,Basic,6,6,0,0,0
SUPER AMBULANCE,DX,Advanced,8+,8.7,0,0,0
Ghost Dance,DX,Basic,4,4,0,0,0
Ghost Dance,DX,Advanced,7+,7.7,0,0,0
Ghost Dance,DX,Expert,10,10,0,0,0
電光石火,DX,Basic,5,5,0,0,0
電光石火,DX,Advanced,8,8,0,0,0
電光石火,DX,Expert,12+,12.8,0,0,0
Hainuwele,DX,Basic,5,5,0,0,0
Hainuwele,DX,Advanced,8,8,0,0,0
Hainuwele,DX,Expert,12+,12.9,0,0,0
アニマル,DX,Basic,3,3,0,0,0
アニマル,DX,Advanced,7+,7.8,0,0,0
アニマル,DX,Expert,10+,10.8,0,0,0
アニマル,DX,Master,13,13.1,0,0,0
ジレンマ,DX,Basic,3,3,0,0,0
ジレンマ,DX,Advanced,7,7.5,0,0,0
ジレンマ,DX,Expert,10,10.2,0,0,0
踊,DX,Basic,2,2,0,0,0
踊,DX,Advanced,6,6.5,0,0,0
踊,DX,Expert,8,8.5,0,0,0
踊,DX,Master,11,11.5,0,0,0
残響散歌,DX,Basic,3,3,0,0,0
残響散歌,DX,Advanced,6,6.5,0,0,0
残響散歌,DX,Expert,9+,9.7,0,0,0
フォニイ,DX,Basic,2,2,0,0,0
フォニイ,DX,Advanced,6,6.2,0,0,0
フォニイ,DX,Expert,9+,9.8,0,0,0
フォニイ,DX,Master,11,11.5,0,0,0
ヴィラン,DX,Basic,2,2,0,0,0
ヴィラン,DX,Advanced,6,6,0,0,0
ヴィラン,DX,Expert,9,9.2,0,0,0
ヴィラン,DX,Master,11+,11.8,0,0,0
EYE,DX,Basic,2,2,0,0,0
EYE,DX,Advanced,6,6.5,0,0,0
EYE,DX,Master,13,13,0,0,0
スカーレット警察のゲットーパトロール24時,DX,Basic,3,3,0,0,0
スカーレット警察のゲットーパトロール24時,DX,Advanced,7,7,0,0,0
スカーレット警察のゲットーパトロール24時,DX,Expert,9,9.5,0,0,0
田中,DX,Basic,5,5,0,0,0
田中,DX,Advanced,8,8.5,0,0,0
田中,DX,Master,14,14.3,0,0,0
Random,DX,Basic,3,3,0,0,0
Random,DX,Advanced,7,7,0,0,0
Random,DX,Expert,11,11.2,0,0,0
Random,DX,Master,13+,13.7,0,0,0
Luminaria,DX,Basic,5,5,0,0,0
Luminaria,DX,Advanced,7+,7.8,0,0,0
銀のめぐり,DX,Basic,3,3,0,0,0
銀のめぐり,DX,Advanced,6,6.5,0,0,0
銀のめぐり,DX,Expert,10,10,0,0,0
Destiny Runner,DX,Basic,4,4,0,0,0
Destiny Runner,DX,Advanced,7+,7.7,0,0,0
Destiny Runner,DX,Expert,11,11.2,0,0,0
アマカミサマ,DX,Basic,3,3,0,0,0
アマカミサマ,DX,Advanced,6,6.8,0,0,0
アマカミサマ,DX,Expert,9,9.5,0,0,0
アマカミサマ,DX,Master,12+,12.7,0,0,0
モンダイナイトリッパー！,DX,Basic,4,4,0,0,0
モンダイナイトリッパー！,DX,Advanced,7,7,0,0,0
モンダイナイトリッパー！,DX,Expert,10+,10.7,0,0,0
マーシャル・マキシマイザー,DX,Basic,4,4,0,0,0
マーシャル・マキシマイザー,DX,Advanced,7,7.2,0,0,0
マーシャル・マキシマイザー,DX,Expert,9+,9.8,0,0,0
秋の未確認生物,DX,Basic,4,4,0,0,0
秋の未確認生物,DX,Advanced,7,7.2,0,0,0
秋の未確認生物,DX,Expert,10,10.5,0,0,0
秋の未確認生物,DX,Master,12+,12.9,0,0,0
エナドリおいしいソング,DX,Basic,5,5,0,0,0
エナドリおいしいソング,DX,Advanced,8+,8.7,0,0,0
エナドリおいしいソング,DX,Expert,12+,12.8,0,0,0
Baddest,DX,Basic,5,5,0,0,0
Baddest,DX,Advanced,7,7.5,0,0,0
Baddest,DX,Expert,10+,10.7,0,0,0
ばかみたい【Taxi Driver Edition】,DX,Basic,2,2,0,0,0
ばかみたい【Taxi Driver Edition】,DX,Advanced,6,6.5,0,0,0
ばかみたい【Taxi Driver Edition】,DX,Expert,12,12,0,0,0
ばかみたい【Taxi Driver Edition】,DX,Master,13,13.4,0,0,0
れっつ！みらくる☆はーどこあっ！,DX,Basic,5,5,0,0,0
れっつ！みらくる☆はーどこあっ！,DX,Advanced,8,8.2,0,0,0
れっつ！みらくる☆はーどこあっ！,DX,Expert,11+,11.8,0,0,0
Blank Paper (Prod. TEMPLIME),DX,Basic,2,2,0,0,0
Blank Paper (Prod. TEMPLIME),DX,Advanced,6,6,0,0,0
Blank Paper (Prod. TEMPLIME),DX,Expert,8+,8.7,0,0,0
Blank Paper (Prod. TEMPLIME),DX,Master,12+,12.9,0,0,0
In my world (Prod. KOTONOHOUSE),DX,Basic,3,3,0,0,0
In my world (Prod. KOTONOHOUSE),DX,Advanced,6,6.5,0,0,0
In my world (Prod. KOTONOHOUSE),DX,Expert,10,10,0,0,0
アイム・マイヒーロー,DX,Basic,2,2,0,0,0
アイム・マイヒーロー,DX,Advanced,6,6.2,0,0,0
アイム・マイヒーロー,DX,Expert,9,9,0,0,0
アイム・マイヒーロー,DX,Master,13,13.2,0,0,0
NightTheater,DX,Basic,3,3,0,0,0
NightTheater,DX,Advanced,7+,7.8,0,0,0
NightTheater,DX,Expert,11+,11.8,0,0,0
キュートなカノジョ,DX,Basic,3,3,0,0,0
キュートなカノジョ,DX,Advanced,6,6.8,0,0,0
キュートなカノジョ,DX,Expert,9+,9.8,0,0,0
へべれけジャンキー,DX,Basic,2,2,0,0,0
へべれけジャンキー,DX,Advanced,6,6.2,0,0,0
へべれけジャンキー,DX,Expert,9+,9.7,0,0,0
へべれけジャンキー,DX,Master,13,13.2,0,0,0
きゅうくらりん,DX,Basic,4,4,0,0,0
きゅうくらりん,DX,Advanced,7,7.5,0,0,0
きゅうくらりん,DX,Expert,11,11.5,0,0,0
回る空うさぎ,DX,Basic,2,2,0,0,0
回る空うさぎ,DX,Advanced,6,6.2,0,0,0
回る空うさぎ,DX,Expert,8,8.2,0,0,0
回る空うさぎ,DX,Master,12,12,0,0,0
Lost Desire,DX,Basic,3,3,0,0,0
Lost Desire,DX,Advanced,7+,7.8,0,0,0
Lost Desire,DX,Expert,11+,11.7,0,0,0
Aegleseeker,DX,Basic,5,5,0,0,0
Aegleseeker,DX,Advanced,8,8.5,0,0,0
最強STRONGER,DX,Basic,6,6,0,0,0
最強STRONGER,DX,Advanced,8+,8.7,0,0,0
ボッカデラベリタ,DX,Basic,3,3,0,0,0
ボッカデラベリタ,DX,Advanced,7,7,0,0,0
ボッカデラベリタ,DX,Expert,10,10,0,0,0
ボッカデラベリタ,DX,Master,13,13.1,0,0,0
『んっあっあっ。』,DX,Basic,2,2,0,0,0
『んっあっあっ。』,DX,Advanced,6,6.8,0,0,0
『んっあっあっ。』,DX,Expert,9,9.5,0,0,0
『んっあっあっ。』,DX,Master,12+,12.8,0,0,0
独りんぼエンヴィー,DX,Basic,1,1,0,0,0
独りんぼエンヴィー,DX,Advanced,6,6.5,0,0,0
独りんぼエンヴィー,DX,Expert,8,8.5,0,0,0
ロータスイーター,DX,Basic,2,2,0,0,0
ロータスイーター,DX,Advanced,6,6.8,0,0,0
ロータスイーター,DX,Expert,9+,9.8,0,0,0
ViRTUS,DX,Basic,6,6,0,0,0
ViRTUS,DX,Advanced,9,9,0,0,0
Alice's Suitcase,DX,Basic,3,3,0,0,0
Alice's Suitcase,DX,Advanced,7+,7.7,0,0,0
Alice's Suitcase,DX,Expert,10+,10.7,0,0,0
ピュグマリオンの咒文,DX,Basic,4,4,0,0,0
ピュグマリオンの咒文,DX,Advanced,7,7.2,0,0,0
ピュグマリオンの咒文,DX,Expert,10+,10.7,0,0,0
トノサマビーム,DX,Basic,3,3,0,0,0
トノサマビーム,DX,Advanced,7,7,0,0,0
トノサマビーム,DX,Expert,10,10.5,0,0,0
enchanted wanderer,DX,Basic,3,3,0,0,0
enchanted wanderer,DX,Advanced,7,7.2,0,0,0
enchanted wanderer,DX,Expert,12,12,0,0,0
Comet Panto Men!,DX,Basic,5,5,0,0,0
Comet Panto Men!,DX,Advanced,7+,7.8,0,0,0
ツムギボシ,DX,Basic,5,5,0,0,0
ツムギボシ,DX,Advanced,7+,7.8,0,0,0
VeRForTe αRtE:VEiN,DX,Basic,6,6,0,0,0
VeRForTe αRtE:VEiN,DX,Advanced,8,8.2,0,0,0
ヱデン,DX,Basic,3,3,0,0,0
ヱデン,DX,Advanced,6,6.5,0,0,0
ヱデン,DX,Expert,9,9,0,0,0
ヱデン,DX,Master,12+,12.8,0,0,0
にゃーにゃー冒険譚,DX,Basic,5,5,0,0,0
にゃーにゃー冒険譚,DX,Advanced,8,8.2,0,0,0
にゃーにゃー冒険譚,DX,Expert,11,11,0,0,0
にゃーにゃー冒険譚,DX,Master,13+,13.7,0,0,0
アンバークロニクル,DX,Basic,5,5,0,0,0
アンバークロニクル,DX,Advanced,7+,7.8,0,0,0
アンバークロニクル,DX,Expert,11,11,0,0,0
リフヴェイン,DX,Basic,3,3,0,0,0
リフヴェイン,DX,Advanced,7,7.5,0,0,0
リフヴェイン,DX,Expert,10+,10.8,0,0,0
Kairos,DX,Basic,4,4,0,0,0
Kairos,DX,Advanced,7+,7.8,0,0,0
Kairos,DX,Expert,11,11.2,0,0,0
宵の鳥,DX,Basic,4,4,0,0,0
宵の鳥,DX,Advanced,7+,7.7,0,0,0
宵の鳥,DX,Expert,10+,10.7,0,0,0
ここからはじまるプロローグ。 (Kanon Remix),DX,Basic,4,4,0,0,0
ここからはじまるプロローグ。 (Kanon Remix),DX,Advanced,7,7,0,0,0
ここからはじまるプロローグ。 (Kanon Remix),DX,Expert,11+,11.8,0,0,0
ここからはじまるプロローグ。 (Kanon Remix),DX,Master,13+,13.8,0,0,0
